Health,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta
Air Pollutant:,AQHI,,CO,,O3,,PM2.5,
Age 0-10 Female,0.011169204,0.008113762,-0.05878588,0.06762987,2.19E-05,0.000987603,0.000938168,0.000973998
Age 0-10 Male,0.024474004,0.007092583,0.02394169,0.06003069,2.50E-05,0.000873309,0.002307266,0.00084888
Age 11-60 All,0.013353593,0.005320345,-0.02659212,0.04602731,0.000703868,0.00063911,0.000639523,0.000650748
Age 11-60 Female,0.01395292,0.00619409,-0.02889983,0.0533642,0.00092135,0.000743002,0.000795024,0.00075676
Age 11-60 Male,0.01269361,0.00586436,-0.0241563,0.05093566,0.000469211,0.000705185,0.000469139,0.000717821
Age 60+All,0.007529999,0.005867152,0.03277202,0.05030461,0.000485087,0.000701658,-0.000175959,0.000717538
Age 60+ Female,0.007002878,0.007402341,-0.005253875,0.063257679,0.000520062,0.000884396,-9.43E-05,0.000905456
Age 60+ Male,0.008110088,0.007016969,0.07535426,0.06037416,0.000443351,0.000840001,-0.000264026,0.000857936
All: LAG 13,0.01500898,0.004705133,-0.01069376,0.04012123,0.000262729,0.000567903,0.000907356,0.000571305
Female,0.016296001,0.005401626,-0.02815958,0.04588256,0.000499165,0.000649849,0.001096583,0.000655627
Male,0.01376039,0.004881748,0.006440546,0.04175501,3.27E-05,0.000590682,0.000724275,0.00059269
Warm All,0.02129623,0.003137151,0.1846794,0.03657544,0.001531561,0.000364654,0.002174787,0.000433681
Warm Female,0.02307318,0.003926838,0.2048386,0.04569934,0.001693051,0.000454532,0.002417507,0.000542918
Warm Male,0.01958667,0.003737876,0.165528626,0.043564514,0.00137746,0.000435015,0.001941891,0.000515568
Cold All,0.004726977,0.005759574,-0.08819945,0.04107856,-0.000974325,0.000727248,2.65E-05,0.000633346
Cold Female,0.005528927,0.006435612,-0.11581289,0.04580146,-0.000638831,0.000809828,0.000178895,0.000708043
