OrdO,Health,Lag,AP,BETA,SEBETA,PVALUE,Sign,SignP,,,,,,,,,,,,,,,,
1601,MenF60,10,EO3,-0.000410838,0.000558966,0.462394621,0,0,,,,,,,,,,,,,,,,
1721,MenM60,10,EO3,0.000242616,0.000530747,0.647612968,0,0,,,,,,,,,,,,,,,,
1841,MenMF61,10,EO3,4.92479E-05,0.000867576,0.9547359,0,0,,,,,,,,,,,,,,,,
1961,MenF61,10,EO3,-0.000564017,0.001161955,0.627422575,0,0,,,,,,,,,,,,,,,,
2081,MenM61,10,EO3,0.000790079,0.001267541,0.533120252,0,0,,,,,,,,,,,,,,,,
42,MenA,11,EO3,-7.57474E-05,0.000370413,0.837979943,0,0,,,,,,,,,,,,,,,,
162,MenF,11,EO3,-0.000275153,0.000507485,0.587725339,0,0,,,,,,,,,,,,,,,,
282,MenM,11,EO3,0.00010576,0.000497785,0.831760749,0,0,,,,,,,,,,,,,,,,
402,MenAW,11,EO3,0.000799559,0.000329864,0.015408183,1,1,,,,,,,,,,,,,,,,
522,MenFW,11,EO3,0.000642674,0.000453233,0.156292425,0,0,,,,,,,,,,,,,,,,
642,MenMW,11,EO3,0.000941811,0.000459072,0.040292086,1,1,,,,,,,,,,,,,,,,
762,MenAC,11,EO3,-0.001602303,0.000429915,0.000197017,-1,0,,,,,,,,,,,,,,,,
882,MenFC,11,EO3,-0.001632056,0.000588266,0.005562473,-1,0,,,,,,,,,,,,,,,,
1002,MenMC,11,EO3,-0.001580596,0.000560309,0.004817121,-1,0,,,,,,,,,,,,,,,,
1122,MenMF10,11,EO3,0.002805484,0.004200085,0.504206773,0,0,,,,,,,,,,,,,,,,
1242,MenF10,11,EO3,0.015862105,0.005667104,0.005156348,1,1,,,,,,,,,,,,,,,,
1362,MenM10,11,EO3,-0.004058604,0.004845566,0.402321216,0,0,,,,,,,,,,,,,,,,
1482,MenMF60,11,EO3,-0.000194949,0.000400608,0.626551559,0,0,,,,,,,,,,,,,,,,
1602,MenF60,11,EO3,-0.000523894,0.000558422,0.348226738,0,0,,,,,,,,,,,,,,,,
1722,MenM60,11,EO3,9.13811E-05,0.000529644,0.8630292,0,0,,,,,,,,,,,,,,,,
1842,MenMF61,11,EO3,0.000522129,0.000864684,0.545993067,0,0,,,,,,,,,,,,,,,,
1962,MenF61,11,EO3,0.000594954,0.001160753,0.608294297,0,0,,,,,,,,,,,,,,,,
2082,MenM61,11,EO3,0.000420691,0.001259578,0.738405892,0,0,,,,,,,,,,,,,,,,
43,MenA,12,EO3,3.17647E-05,0.000369357,0.9314717,0,0,,,,,,,,,,,,,,,,
163,MenF,12,EO3,-0.000144123,0.000505733,0.775678057,0,0,,,,,,,,,,,,,,,,
283,MenM,12,EO3,0.000193637,0.000496332,0.696460822,0,0,,,,,,,,,,,,,,,,
403,MenAW,12,EO3,0.000159411,0.000327547,0.626517163,0,0,,,,,,,,,,,,,,,,
523,MenFW,12,EO3,0.000281684,0.000449104,0.530562412,0,0,,,,,,,,,,,,,,,,
643,MenMW,12,EO3,4.951E-05,0.000455659,0.9134821,0,0,,,,,,,,,,,,,,,,
763,MenAC,12,EO3,-0.000275855,0.000432012,0.523169941,0,0,,,,,,,,,,,,,,,,
883,MenFC,12,EO3,-0.000774295,0.000590257,0.189681699,0,0,,,,,,,,,,,,,,,,
1003,MenMC,12,EO3,0.000181384,0.000563335,0.747486739,0,0,,,,,,,,,,,,,,,,
1123,MenMF10,12,EO3,0.008555605,0.004253648,0.044369253,1,1,,,,,,,,,,,,,,,,
1243,MenF10,12,EO3,0.01142223,0.005633988,0.042704221,1,1,,,,,,,,,,,,,,,,
1363,MenM10,12,EO3,0.0073557,0.004948164,0.137229306,0,0,,,,,,,,,,,,,,,,
1483,MenMF60,12,EO3,0.00016661,0.000399537,0.67669997,0,0,,,,,,,,,,,,,,,,
1603,MenF60,12,EO3,4.33868E-05,0.000556962,0.9379131,0,0,,,,,,,,,,,,,,,,
1723,MenM60,12,EO3,0.000274619,0.000527959,0.602991697,0,0,,,,,,,,,,,,,,,,
1843,MenMF61,12,EO3,-0.001078063,0.000861212,0.210732517,0,0,,,,,,,,,,,,,,,,
1963,MenF61,12,EO3,-0.001330806,0.001153815,0.248831945,0,0,,,,,,,,,,,,,,,,
2083,MenM61,12,EO3,-0.000748995,0.001256731,0.551225228,0,0,,,,,,,,,,,,,,,,
44,MenA,13,EO3,0.000940619,0.00036981,0.011019736,1,1,,,,,,,,,,,,,,,,
164,MenF,13,EO3,0.001209376,0.000505474,0.016787306,1,1,,,,,,,,,,,,,,,,
284,MenM,13,EO3,0.000696567,0.000498206,0.162162011,0,0,,,,,,,,,,,,,,,,
404,MenAW,13,EO3,0.000933889,0.000330328,0.004724759,1,1,,,,,,,,,,,,,,,,
524,MenFW,13,EO3,0.001050012,0.000451507,0.020101877,1,1,,,,,,,,,,,,,,,,
644,MenMW,13,EO3,0.000828711,0.000460502,0.072018199,0,0,,,,,,,,,,,,,,,,
764,MenAC,13,EO3,0.000802662,0.000429161,0.061530417,0,0,,,,,,,,,,,,,,,,
884,MenFC,13,EO3,0.001301773,0.00058491,0.026108815,1,1,,,,,,,,,,,,,,,,
1004,MenMC,13,EO3,0.000337451,0.000562154,0.548359387,0,0,,,,,,,,,,,,,,,,
1124,MenMF10,13,EO3,0.009148058,0.004226933,0.030518487,1,1,,,,,,,,,,,,,,,,
1244,MenF10,13,EO3,0.00335159,0.005702953,0.556778228,0,0,,,,,,,,,,,,,,,,
1364,MenM10,13,EO3,0.012294137,0.004869529,0.011626169,1,1,,,,,,,,,,,,,,,,
1484,MenMF60,13,EO3,0.001018084,0.000399661,0.010899129,1,1,,,,,,,,,,,,,,,,
1604,MenF60,13,EO3,0.001435846,0.00055625,0.009886042,1,1,,,,,,,,,,,,,,,,
1724,MenM60,13,EO3,0.000655792,0.000529298,0.215439677,0,0,,,,,,,,,,,,,,,,
1844,MenMF61,13,EO3,0.00017178,0.00086667,0.842895536,0,0,,,,,,,,,,,,,,,,
1964,MenF61,13,EO3,1.79463E-05,0.001157848,0.9876344,0,0,,,,,,,,,,,,,,,,
2084,MenM61,13,EO3,0.000341144,0.001269325,0.788130873,0,0,,,,,,,,,,,,,,,,
45,MenA,14,EO3,0.000344627,0.000371196,0.353255688,0,0,,,,,,,,,,,,,,,,
165,MenF,14,EO3,0.000501501,0.000508432,0.324025174,0,0,,,,,,,,,,,,,,,,
285,MenM,14,EO3,0.000202115,0.000498659,0.685271374,0,0,,,,,,,,,,,,,,,,
405,MenAW,14,EO3,0.000325597,0.000333688,0.329258711,0,0,,,,,,,,,,,,,,,,
525,MenFW,14,EO3,4.38987E-05,0.000457076,0.9234927,0,0,,,,,,,,,,,,,,,,
645,MenMW,14,EO3,0.000576838,0.000462837,0.212739733,0,0,,,,,,,,,,,,,,,,
765,MenAC,14,EO3,0.000223928,0.000427638,0.600564362,0,0,,,,,,,,,,,,,,,,
885,MenFC,14,EO3,0.00114163,0.000584026,0.050696368,0,0,,,,,,,,,,,,,,,,
1005,MenMC,14,EO3,-0.000631884,0.000559201,0.258568472,0,0,,,,,,,,,,,,,,,,
1125,MenMF10,14,EO3,-0.001530969,0.004249536,0.718670374,0,0,,,,,,,,,,,,,,,,
1245,MenF10,14,EO3,-0.006398985,0.005756888,0.266419255,0,0,,,,,,,,,,,,,,,,
1365,MenM10,14,EO3,0.001183856,0.004882752,0.808441426,0,0,,,,,,,,,,,,,,,,
1485,MenMF60,14,EO3,0.000377823,0.000401107,0.346286985,0,0,,,,,,,,,,,,,,,,
1605,MenF60,14,EO3,0.000591655,0.00055913,0.290055687,0,0,,,,,,,,,,,,,,,,
1725,MenM60,14,EO3,0.000193563,0.000530065,0.715009481,0,0,,,,,,,,,,,,,,,,
1845,MenMF61,14,EO3,0.000227096,0.000869179,0.793895634,0,0,,,,,,,,,,,,,,,,
1965,MenF61,14,EO3,0.000241544,0.001164001,0.835623365,0,0,,,,,,,,,,,,,,,,
2085,MenM61,14,EO3,0.00019116,0.001269021,0.880272049,0,0,,,,,,,,,,,,,,,,
46,MenA,0,EO3H8,-0.000117964,0.00023589,0.6170519,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
166,MenF,0,EO3H8,-0.00027163,0.000326221,0.405099374,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,MenM,0,EO3H8,2.1435E-05,0.000317569,0.9461899,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
406,MenAW,0,EO3H8,0.000166245,0.000185208,0.369458348,0,0,,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
526,MenFW,0,EO3H8,0.000105005,0.000255694,0.681343086,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
646,MenMW,0,EO3H8,0.000221406,0.000255693,0.38660478,0,0,,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
766,MenAC,0,EO3H8,-0.001234711,0.000372757,0.000935031,-1,0,,-1,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0
886,MenFC,0,EO3H8,-0.001706513,0.000515042,0.000931819,-1,0,,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0
1006,MenMC,0,EO3H8,-0.000800011,0.000491578,0.103740113,0,0,,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,-1
1126,MenMF10,0,EO3H8,0.005577136,0.002740919,0.041953956,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
1246,MenF10,0,EO3H8,0.003871532,0.003564373,0.277481083,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
1366,MenM10,0,EO3H8,0.006748374,0.003222892,0.036346135,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,MenMF60,0,EO3H8,-0.000216905,0.00025561,0.396179239,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1606,MenF60,0,EO3H8,-0.000341572,0.000359644,0.342308293,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,MenM60,0,EO3H8,-0.000108648,0.000338221,0.748052464,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1846,MenMF61,0,EO3H8,0.000255543,0.000555843,0.645734105,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,MenF61,0,EO3H8,-2.17664E-05,0.000746372,0.9767364,0,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
2086,MenM61,0,EO3H8,0.000598501,0.000812473,0.46139301,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,MenA,1,EO3H8,0.000500568,0.000236894,0.034671243,1,1,,,,,,,,,,,,,,,,
167,MenF,1,EO3H8,0.000406998,0.000326907,0.213222008,0,0,,,,,,,,,,,,,,,,
287,MenM,1,EO3H8,0.000586208,0.000319493,0.066623902,0,0,,,,,,,,,,,,,,,,
407,MenAW,1,EO3H8,0.000774587,0.000185086,2.92604E-05,1,1,,,,,,,,,,,,,,,,
527,MenFW,1,EO3H8,0.000693145,0.000255775,0.006763453,1,1,,,,,,,,,,,,,,,,
647,MenMW,1,EO3H8,0.000848095,0.000256739,0.000965623,1,1,,,,,,,,,,,,,,,,
767,MenAC,1,EO3H8,-0.000653947,0.000376878,0.082803941,0,0,,,,,,,,,,,,,,,,
887,MenFC,1,EO3H8,-0.000723637,0.000517436,0.162055191,0,0,,,,,,,,,,,,,,,,
1007,MenMC,1,EO3H8,-0.000587913,0.000497349,0.237253616,0,0,,,,,,,,,,,,,,,,
1127,MenMF10,1,EO3H8,0.004995631,0.002804545,0.074961571,0,0,,,,,,,,,,,,,,,,
1247,MenF10,1,EO3H8,0.006469861,0.003723277,0.082360734,0,0,,,,,,,,,,,,,,,,
1367,MenM10,1,EO3H8,0.004159165,0.00326319,0.202551283,0,0,,,,,,,,,,,,,,,,
1487,MenMF60,1,EO3H8,0.000465508,0.000256972,0.070152799,0,0,,,,,,,,,,,,,,,,
1607,MenF60,1,EO3H8,0.000465172,0.000360206,0.196653481,0,0,,,,,,,,,,,,,,,,
1727,MenM60,1,EO3H8,0.000466428,0.000340715,0.171102923,0,0,,,,,,,,,,,,,,,,
1847,MenMF61,1,EO3H8,0.000534402,0.000556722,0.33717219,0,0,,,,,,,,,,,,,,,,
1967,MenF61,1,EO3H8,-3.78577E-05,0.000751087,0.9598036,0,0,,,,,,,,,,,,,,,,
2087,MenM61,1,EO3H8,0.001226681,0.000809436,0.129747605,0,0,,,,,,,,,,,,,,,,
48,MenA,2,EO3H8,0.000265145,0.000238656,0.266652563,0,0,,,,,,,,,,,,,,,,
168,MenF,2,EO3H8,0.0001391,0.000329159,0.672620476,0,0,,,,,,,,,,,,,,,,
288,MenM,2,EO3H8,0.000381327,0.000320103,0.233635326,0,0,,,,,,,,,,,,,,,,
408,MenAW,2,EO3H8,0.000453514,0.000185541,0.014566118,1,1,,,,,,,,,,,,,,,,
528,MenFW,2,EO3H8,0.000315412,0.000257009,0.219820091,0,0,,,,,,,,,,,,,,,,
648,MenMW,2,EO3H8,0.000577593,0.000256362,0.024322359,1,1,,,,,,,,,,,,,,,,
768,MenAC,2,EO3H8,-0.000568096,0.000381774,0.136835507,0,0,,,,,,,,,,,,,,,,
888,MenFC,2,EO3H8,-0.000659131,0.000522121,0.206890723,0,0,,,,,,,,,,,,,,,,
1008,MenMC,2,EO3H8,-0.000478011,0.000500784,0.339888334,0,0,,,,,,,,,,,,,,,,
1128,MenMF10,2,EO3H8,0.001642243,0.002835117,0.562459653,0,0,,,,,,,,,,,,,,,,
1248,MenF10,2,EO3H8,0.000663759,0.003771357,0.860304764,0,0,,,,,,,,,,,,,,,,
1368,MenM10,2,EO3H8,0.002262214,0.003290084,0.49176212,0,0,,,,,,,,,,,,,,,,
1488,MenMF60,2,EO3H8,0.000233017,0.00025829,0.36704172,0,0,,,,,,,,,,,,,,,,
1608,MenF60,2,EO3H8,-1.77659E-06,0.000362297,0.9960877,0,0,,,,,,,,,,,,,,,,
1728,MenM60,2,EO3H8,0.000437556,0.000340761,0.199213633,0,0,,,,,,,,,,,,,,,,
1848,MenMF61,2,EO3H8,0.000404293,0.000560106,0.470459355,0,0,,,,,,,,,,,,,,,,
1968,MenF61,2,EO3H8,0.000832124,0.000752597,0.268949978,0,0,,,,,,,,,,,,,,,,
2088,MenM61,2,EO3H8,-0.000100365,0.000816391,0.902163883,0,0,,,,,,,,,,,,,,,,
49,MenA,3,EO3H8,0.00014583,0.000239005,0.541802314,0,0,,,,,,,,,,,,,,,,
169,MenF,3,EO3H8,-9.23703E-06,0.000328956,0.9776002,0,0,,,,,,,,,,,,,,,,
289,MenM,3,EO3H8,0.000288899,0.000320519,0.367469155,0,0,,,,,,,,,,,,,,,,
409,MenAW,3,EO3H8,0.000386718,0.000186621,0.038323249,1,1,,,,,,,,,,,,,,,,
529,MenFW,3,EO3H8,0.000103948,0.000257702,0.686706517,0,0,,,,,,,,,,,,,,,,
649,MenMW,3,EO3H8,0.000643656,0.00025783,0.012593238,1,1,,,,,,,,,,,,,,,,
769,MenAC,3,EO3H8,-0.000857011,0.000377251,0.023167333,-1,0,,,,,,,,,,,,,,,,
889,MenFC,3,EO3H8,-0.000350807,0.000518143,0.498424232,0,0,,,,,,,,,,,,,,,,
1009,MenMC,3,EO3H8,-0.00131504,0.000491371,0.007481655,-1,0,,,,,,,,,,,,,,,,
1129,MenMF10,3,EO3H8,-0.0036833,0.00281724,0.1911633,0,0,,,,,,,,,,,,,,,,
1249,MenF10,3,EO3H8,-0.002705254,0.003757688,0.471622224,0,0,,,,,,,,,,,,,,,,
1369,MenM10,3,EO3H8,-0.00414444,0.003261723,0.203950349,0,0,,,,,,,,,,,,,,,,
1489,MenMF60,3,EO3H8,0.000314078,0.000258288,0.224072281,0,0,,,,,,,,,,,,,,,,
1609,MenF60,3,EO3H8,0.000210698,0.000361714,0.560271207,0,0,,,,,,,,,,,,,,,,
1729,MenM60,3,EO3H8,0.000406474,0.000340898,0.233205364,0,0,,,,,,,,,,,,,,,,
1849,MenMF61,3,EO3H8,-0.000721542,0.00055988,0.197577681,0,0,,,,,,,,,,,,,,,,
1969,MenF61,3,EO3H8,-0.001058897,0.000753687,0.160128872,0,0,,,,,,,,,,,,,,,,
2089,MenM61,3,EO3H8,-0.000306504,0.00081362,0.706408599,0,0,,,,,,,,,,,,,,,,
50,MenA,4,EO3H8,0.000402249,0.000239345,0.092930975,0,0,,,,,,,,,,,,,,,,
170,MenF,4,EO3H8,0.000145792,0.000328683,0.65738792,0,0,,,,,,,,,,,,,,,,
290,MenM,4,EO3H8,0.000633997,0.000321282,0.048540661,1,1,,,,,,,,,,,,,,,,
410,MenAW,4,EO3H8,0.000439036,0.000187262,0.019111694,1,1,,,,,,,,,,,,,,,,
530,MenFW,4,EO3H8,0.000280363,0.000257479,0.276289338,0,0,,,,,,,,,,,,,,,,
650,MenMW,4,EO3H8,0.000579624,0.000259252,0.025434582,1,1,,,,,,,,,,,,,,,,
770,MenAC,4,EO3H8,0.000358465,0.000375869,0.340308051,0,0,,,,,,,,,,,,,,,,
890,MenFC,4,EO3H8,-0.000219641,0.000513311,0.66875962,0,0,,,,,,,,,,,,,,,,
1010,MenMC,4,EO3H8,0.000898992,0.000492139,0.067834942,0,0,,,,,,,,,,,,,,,,
1130,MenMF10,4,EO3H8,0.001612392,0.002819463,0.567442775,0,0,,,,,,,,,,,,,,,,
1250,MenF10,4,EO3H8,0.001656182,0.003770022,0.660470882,0,0,,,,,,,,,,,,,,,,
1370,MenM10,4,EO3H8,0.001519396,0.003262737,0.641474441,0,0,,,,,,,,,,,,,,,,
1490,MenMF60,4,EO3H8,0.000542759,0.000258689,0.035970689,1,1,,,,,,,,,,,,,,,,
1610,MenF60,4,EO3H8,0.000264944,0.000361779,0.464014467,0,0,,,,,,,,,,,,,,,,
1730,MenM60,4,EO3H8,0.000782975,0.000341501,0.021925199,1,1,,,,,,,,,,,,,,,,
1850,MenMF61,4,EO3H8,-0.000478795,0.000559354,0.392072047,0,0,,,,,,,,,,,,,,,,
1970,MenF61,4,EO3H8,-0.000492754,0.000750597,0.511559463,0,0,,,,,,,,,,,,,,,,
2090,MenM61,4,EO3H8,-0.000461118,0.000816436,0.572252486,0,0,,,,,,,,,,,,,,,,
51,MenA,5,EO3H8,0.000255679,0.000239029,0.284854044,0,0,,,,,,,,,,,,,,,,
171,MenF,5,EO3H8,0.000315795,0.000327555,0.335068015,0,0,,,,,,,,,,,,,,,,
291,MenM,5,EO3H8,0.000199571,0.000321094,0.534291321,0,0,,,,,,,,,,,,,,,,
411,MenAW,5,EO3H8,0.000147441,0.000186898,0.430236068,0,0,,,,,,,,,,,,,,,,
531,MenFW,5,EO3H8,0.000279479,0.000256456,0.275892041,0,0,,,,,,,,,,,,,,,,
651,MenMW,5,EO3H8,2.65057E-05,0.000259494,0.9186487,0,0,,,,,,,,,,,,,,,,
771,MenAC,5,EO3H8,0.00066964,0.000373187,0.072843805,0,0,,,,,,,,,,,,,,,,
891,MenFC,5,EO3H8,0.000414676,0.00051021,0.416416987,0,0,,,,,,,,,,,,,,,,
1011,MenMC,5,EO3H8,0.000902605,0.000488037,0.0644811,0,0,,,,,,,,,,,,,,,,
1131,MenMF10,5,EO3H8,0.001250264,0.002816762,0.657168878,0,0,,,,,,,,,,,,,,,,
1251,MenF10,5,EO3H8,0.004292965,0.003805219,0.259326826,0,0,,,,,,,,,,,,,,,,
1371,MenM10,5,EO3H8,-0.000420925,0.003243549,0.896754101,0,0,,,,,,,,,,,,,,,,
1491,MenMF60,5,EO3H8,0.000436621,0.000258228,0.090963005,0,0,,,,,,,,,,,,,,,,
1611,MenF60,5,EO3H8,0.000617697,0.000360214,0.086475161,0,0,,,,,,,,,,,,,,,,
1731,MenM60,5,EO3H8,0.000278508,0.000341269,0.414504992,0,0,,,,,,,,,,,,,,,,
1851,MenMF61,5,EO3H8,-0.000848,0.000558538,0.129047611,0,0,,,,,,,,,,,,,,,,
1971,MenF61,5,EO3H8,-0.001270794,0.000748096,0.089469584,0,0,,,,,,,,,,,,,,,,
2091,MenM61,5,EO3H8,-0.000333197,0.000815104,0.682728689,0,0,,,,,,,,,,,,,,,,
52,MenA,6,EO3H8,0.000160483,0.000238848,0.501692493,0,0,,,,,,,,,,,,,,,,
172,MenF,6,EO3H8,0.000196325,0.000327179,0.548510717,0,0,,,,,,,,,,,,,,,,
292,MenM,6,EO3H8,0.000127429,0.00032078,0.691211232,0,0,,,,,,,,,,,,,,,,
412,MenAW,6,EO3H8,0.000298494,0.000186766,0.110089745,0,0,,,,,,,,,,,,,,,,
532,MenFW,6,EO3H8,0.000302371,0.000256082,0.237784806,0,0,,,,,,,,,,,,,,,,
652,MenMW,6,EO3H8,0.000294812,0.000259439,0.255896268,0,0,,,,,,,,,,,,,,,,
772,MenAC,6,EO3H8,-0.000343474,0.000370968,0.354573704,0,0,,,,,,,,,,,,,,,,
892,MenFC,6,EO3H8,-6.30734E-05,0.000505341,0.9006787,0,0,,,,,,,,,,,,,,,,
1012,MenMC,6,EO3H8,-0.000608726,0.000485999,0.210467687,0,0,,,,,,,,,,,,,,,,
1132,MenMF10,6,EO3H8,-0.00114602,0.002825515,0.685065097,0,0,,,,,,,,,,,,,,,,
1252,MenF10,6,EO3H8,0.003060642,0.003710908,0.409562436,0,0,,,,,,,,,,,,,,,,
1372,MenM10,6,EO3H8,-0.003740247,0.00330775,0.258241698,0,0,,,,,,,,,,,,,,,,
1492,MenMF60,6,EO3H8,0.000252477,0.000258032,0.327912608,0,0,,,,,,,,,,,,,,,,
1612,MenF60,6,EO3H8,0.000452556,0.000360144,0.208988028,0,0,,,,,,,,,,,,,,,,
1732,MenM60,6,EO3H8,7.9335E-05,0.00034058,0.8158217,0,0,,,,,,,,,,,,,,,,
1852,MenMF61,6,EO3H8,-0.000336225,0.000559179,0.547692599,0,0,,,,,,,,,,,,,,,,
1972,MenF61,6,EO3H8,-0.001154395,0.00074652,0.122111722,0,0,,,,,,,,,,,,,,,,
2092,MenM61,6,EO3H8,0.000677704,0.000818442,0.407707134,0,0,,,,,,,,,,,,,,,,
53,MenA,7,EO3H8,-5.19032E-06,0.000239111,0.9826832,0,0,,,,,,,,,,,,,,,,
173,MenF,7,EO3H8,-0.00017,0.000327525,0.603764582,0,0,,,,,,,,,,,,,,,,
293,MenM,7,EO3H8,0.000143503,0.000320815,0.654681276,0,0,,,,,,,,,,,,,,,,
413,MenAW,7,EO3H8,0.000136389,0.000187434,0.466871196,0,0,,,,,,,,,,,,,,,,
533,MenFW,7,EO3H8,-0.000129417,0.000256655,0.614123229,0,0,,,,,,,,,,,,,,,,
653,MenMW,7,EO3H8,0.000375856,0.000259856,0.148159727,0,0,,,,,,,,,,,,,,,,
773,MenAC,7,EO3H8,-0.000638206,0.000369739,0.08442377,0,0,,,,,,,,,,,,,,,,
893,MenFC,7,EO3H8,-0.000306623,0.00050648,0.544955161,0,0,,,,,,,,,,,,,,,,
1013,MenMC,7,EO3H8,-0.000942748,0.000481649,0.050392307,0,0,,,,,,,,,,,,,,,,
1133,MenMF10,7,EO3H8,0.001596388,0.002780508,0.565915542,0,0,,,,,,,,,,,,,,,,
1253,MenF10,7,EO3H8,0.000951641,0.003634141,0.793444825,0,0,,,,,,,,,,,,,,,,
1373,MenM10,7,EO3H8,0.001780187,0.00325971,0.585021579,0,0,,,,,,,,,,,,,,,,
1493,MenMF60,7,EO3H8,0.000132971,0.000258552,0.607083402,0,0,,,,,,,,,,,,,,,,
1613,MenF60,7,EO3H8,-2.54076E-05,0.000360403,0.943801792,0,0,,,,,,,,,,,,,,,,
1733,MenM60,7,EO3H8,0.000268656,0.000341032,0.430885353,0,0,,,,,,,,,,,,,,,,
1853,MenMF61,7,EO3H8,-0.000872536,0.000559289,0.118836907,0,0,,,,,,,,,,,,,,,,
1973,MenF61,7,EO3H8,-0.000915221,0.000748676,0.221624449,0,0,,,,,,,,,,,,,,,,
2093,MenM61,7,EO3H8,-0.000819738,0.000817554,0.316093197,0,0,,,,,,,,,,,,,,,,
54,MenA,8,EO3H8,-0.000160657,0.000237758,0.499267262,0,0,,,,,,,,,,,,,,,,
174,MenF,8,EO3H8,-0.000136825,0.000325864,0.674597869,0,0,,,,,,,,,,,,,,,,
294,MenM,8,EO3H8,-0.000181887,0.000319314,0.56897552,0,0,,,,,,,,,,,,,,,,
414,MenAW,8,EO3H8,1.46556E-05,0.000186536,0.9373818,0,0,,,,,,,,,,,,,,,,
534,MenFW,8,EO3H8,-8.29069E-05,0.000256828,0.7468589,0,0,,,,,,,,,,,,,,,,
654,MenMW,8,EO3H8,0.000100125,0.000258229,0.698234133,0,0,,,,,,,,,,,,,,,,
774,MenAC,8,EO3H8,-0.000868828,0.000363855,0.01700371,-1,0,,,,,,,,,,,,,,,,
894,MenFC,8,EO3H8,-0.00036503,0.00049619,0.46198665,0,0,,,,,,,,,,,,,,,,
1014,MenMC,8,EO3H8,-0.001336413,0.000476304,0.005048755,-1,0,,,,,,,,,,,,,,,,
1134,MenMF10,8,EO3H8,0.00236717,0.002815194,0.400490189,0,0,,,,,,,,,,,,,,,,
1254,MenF10,8,EO3H8,0.001515669,0.003679952,0.680460179,0,0,,,,,,,,,,,,,,,,
1374,MenM10,8,EO3H8,0.0028528,0.00330223,0.38770522,0,0,,,,,,,,,,,,,,,,
1494,MenMF60,8,EO3H8,-0.000190892,0.00025709,0.457831736,0,0,,,,,,,,,,,,,,,,
1614,MenF60,8,EO3H8,0.000132024,0.000358432,0.712645046,0,0,,,,,,,,,,,,,,,,
1734,MenM60,8,EO3H8,-0.000469336,0.000339558,0.167005225,0,0,,,,,,,,,,,,,,,,
1854,MenMF61,8,EO3H8,-6.36076E-05,0.000555288,0.9088098,0,0,,,,,,,,,,,,,,,,
1974,MenF61,8,EO3H8,-0.00152341,0.000746803,0.041439189,-1,0,,,,,,,,,,,,,,,,
2094,MenM61,8,EO3H8,0.001690842,0.000805333,0.035843931,1,1,,,,,,,,,,,,,,,,
55,MenA,9,EO3H8,-0.000306059,0.000238037,0.198615351,0,0,,,,,,,,,,,,,,,,
175,MenF,9,EO3H8,-0.000330717,0.000325881,0.310255898,0,0,,,,,,,,,,,,,,,,
295,MenM,9,EO3H8,-0.000284565,0.000319867,0.373727383,0,0,,,,,,,,,,,,,,,,
415,MenAW,9,EO3H8,-0.000249343,0.000187512,0.183694698,0,0,,,,,,,,,,,,,,,,
535,MenFW,9,EO3H8,-0.000356947,0.000257078,0.165086854,0,0,,,,,,,,,,,,,,,,
655,MenMW,9,EO3H8,-0.00015455,0.000260183,0.552548615,0,0,,,,,,,,,,,,,,,,
775,MenAC,9,EO3H8,-0.000542919,0.000361568,0.133304536,0,0,,,,,,,,,,,,,,,,
895,MenFC,9,EO3H8,-0.000362099,0.000493661,0.463306835,0,0,,,,,,,,,,,,,,,,
1015,MenMC,9,EO3H8,-0.000711355,0.000472459,0.132254868,0,0,,,,,,,,,,,,,,,,
1135,MenMF10,9,EO3H8,-0.002651789,0.002802461,0.344097767,0,0,,,,,,,,,,,,,,,,
1255,MenF10,9,EO3H8,-0.000629398,0.00372299,0.865762012,0,0,,,,,,,,,,,,,,,,
1375,MenM10,9,EO3H8,-0.003787047,0.003254246,0.24461997,0,0,,,,,,,,,,,,,,,,
1495,MenMF60,9,EO3H8,-0.000251048,0.000257523,0.329702393,0,0,,,,,,,,,,,,,,,,
1615,MenF60,9,EO3H8,-0.000128755,0.000358788,0.719722909,0,0,,,,,,,,,,,,,,,,
1735,MenM60,9,EO3H8,-0.000357704,0.000340108,0.292997978,0,0,,,,,,,,,,,,,,,,
1855,MenMF61,9,EO3H8,-0.000537501,0.00055491,0.332802918,0,0,,,,,,,,,,,,,,,,
