OrdO,Health,Lag,AP,BETA,SEBETA,PVALUE,Sign,SignP,,,,,,,,,,,,,,,,
208,MenF,12,ECO,0.007824778,0.038803979,0.840203787,0,0,,,,,,,,,,,,,,,,
328,MenM,12,ECO,-0.02750256,0.03836973,0.47356256,0,0,,,,,,,,,,,,,,,,
448,MenAW,12,ECO,0.005770737,0.035796495,0.871938321,0,0,,,,,,,,,,,,,,,,
568,MenFW,12,ECO,-0.01504359,0.04894557,0.75859388,0,0,,,,,,,,,,,,,,,,
688,MenMW,12,ECO,0.02421459,0.04985595,0.62721874,0,0,,,,,,,,,,,,,,,,
808,MenAC,12,ECO,-0.01146483,0.02468473,0.64235596,0,0,,,,,,,,,,,,,,,,
928,MenFC,12,ECO,0.02332183,0.0336367,0.48814242,0,0,,,,,,,,,,,,,,,,
1048,MenMC,12,ECO,-0.04348815,0.03224968,0.17759633,0,0,,,,,,,,,,,,,,,,
1168,MenMF10,12,ECO,-0.000164803,0.291292778,0.999548619,0,0,,,,,,,,,,,,,,,,
1288,MenF10,12,ECO,0.09780733,0.3852581,0.79960823,0,0,,,,,,,,,,,,,,,,
1408,MenM10,12,ECO,-0.05905292,0.33966536,0.86198925,0,0,,,,,,,,,,,,,,,,
1528,MenMF60,12,ECO,-0.003200573,0.030701641,0.916979235,0,0,,,,,,,,,,,,,,,,
1648,MenF60,12,ECO,0.00544339,0.0425046,0.89810471,0,0,,,,,,,,,,,,,,,,
1768,MenM60,12,ECO,-0.01101162,0.04078511,0.78718406,0,0,,,,,,,,,,,,,,,,
1888,MenMF61,12,ECO,-0.05585861,0.06784695,0.41039564,0,0,,,,,,,,,,,,,,,,
2008,MenF61,12,ECO,0.01921358,0.09123458,0.83321612,0,0,,,,,,,,,,,,,,,,
2128,MenM61,12,ECO,-0.14544536,0.09874009,0.14084393,0,0,,,,,,,,,,,,,,,,
89,MenA,13,ECO,-0.06087596,0.02841442,0.03223234,-1,0,,,,,,,,,,,,,,,,
209,MenF,13,ECO,-0.06217271,0.03869578,0.10821561,0,0,,,,,,,,,,,,,,,,
329,MenM,13,ECO,-0.05970617,0.03829944,0.11910957,0,0,,,,,,,,,,,,,,,,
449,MenAW,13,ECO,-0.05037019,0.03558044,0.15696718,0,0,,,,,,,,,,,,,,,,
569,MenFW,13,ECO,-0.0852396,0.04844159,0.07856292,0,0,,,,,,,,,,,,,,,,
689,MenMW,13,ECO,-0.01892059,0.04948547,0.70222929,0,0,,,,,,,,,,,,,,,,
809,MenAC,13,ECO,-0.05730325,0.02468315,0.02031814,-1,0,,,,,,,,,,,,,,,,
929,MenFC,13,ECO,-0.04162544,0.03364674,0.2161271,0,0,,,,,,,,,,,,,,,,
1049,MenMC,13,ECO,-0.07182963,0.03232736,0.02635517,-1,0,,,,,,,,,,,,,,,,
1169,MenMF10,13,ECO,-0.57753057,0.30031756,0.05455847,0,0,,,,,,,,,,,,,,,,
1289,MenF10,13,ECO,-0.73100559,0.39773261,0.06616305,0,0,,,,,,,,,,,,,,,,
1409,MenM10,13,ECO,-0.5134859,0.3495884,0.1419751,0,0,,,,,,,,,,,,,,,,
1529,MenMF60,13,ECO,-0.04953213,0.03064717,0.10614633,0,0,,,,,,,,,,,,,,,,
1649,MenF60,13,ECO,-0.05231685,0.04241007,0.21744256,0,0,,,,,,,,,,,,,,,,
1769,MenM60,13,ECO,-0.04705162,0.04067928,0.24750061,0,0,,,,,,,,,,,,,,,,
1889,MenMF61,13,ECO,-0.1048387,0.0675456,0.1207311,0,0,,,,,,,,,,,,,,,,
2009,MenF61,13,ECO,-0.09094274,0.09078358,0.31653692,0,0,,,,,,,,,,,,,,,,
2129,MenM61,13,ECO,-0.12022375,0.09842084,0.22197444,0,0,,,,,,,,,,,,,,,,
90,MenA,14,ECO,-0.04865822,0.02835135,0.08620958,0,0,,,,,,,,,,,,,,,,
210,MenF,14,ECO,-0.09399472,0.03863129,0.01502244,-1,0,,,,,,,,,,,,,,,,
330,MenM,14,ECO,-0.007011551,0.038163747,0.854242304,0,0,,,,,,,,,,,,,,,,
450,MenAW,14,ECO,-0.004580434,0.035196516,0.896464584,0,0,,,,,,,,,,,,,,,,
570,MenFW,14,ECO,-0.07534649,0.04777856,0.11489375,0,0,,,,,,,,,,,,,,,,
690,MenMW,14,ECO,0.05939038,0.04892914,0.22491029,0,0,,,,,,,,,,,,,,,,
810,MenAC,14,ECO,-0.06006126,0.02470146,0.0150904,-1,0,,,,,,,,,,,,,,,,
930,MenFC,14,ECO,-0.094585285,0.033785622,0.005147071,-1,0,,,,,,,,,,,,,,,,
1050,MenMC,14,ECO,-0.02810377,0.03229029,0.38417461,0,0,,,,,,,,,,,,,,,,
1170,MenMF10,14,ECO,-0.1843368,0.2911938,0.526753,0,0,,,,,,,,,,,,,,,,
1290,MenF10,14,ECO,-0.2530526,0.3805879,0.5061619,0,0,,,,,,,,,,,,,,,,
1410,MenM10,14,ECO,-0.1523617,0.3410621,0.6551017,0,0,,,,,,,,,,,,,,,,
1530,MenMF60,14,ECO,-0.04549755,0.03058783,0.13699525,0,0,,,,,,,,,,,,,,,,
1650,MenF60,14,ECO,-0.09029699,0.04233702,0.03301429,-1,0,,,,,,,,,,,,,,,,
1770,MenM60,14,ECO,-0.005992258,0.040576311,0.88260543,0,0,,,,,,,,,,,,,,,,
1890,MenMF61,14,ECO,-0.06005413,0.06724861,0.37191393,0,0,,,,,,,,,,,,,,,,
2010,MenF61,14,ECO,-0.1063877,0.0903163,0.2389041,0,0,,,,,,,,,,,,,,,,
2130,MenM61,14,ECO,-0.003439205,0.098011895,0.972010383,0,0,,,,,,,,,,,,,,,,
16,MenA,0,ENO2,0.00046011,0.000364516,0.206947706,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
136,MenF,0,ENO2,0.0004471,0.000501949,0.373139795,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
256,MenM,0,ENO2,0.000472736,0.000492732,0.337418681,0,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
376,MenAW,0,ENO2,0.000826563,0.000422559,0.050539356,0,0,,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
496,MenFW,0,ENO2,0.001005318,0.000581245,0.083796464,0,0,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
616,MenMW,0,ENO2,0.000667238,0.00058552,0.254550194,0,0,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
736,MenAC,0,ENO2,0.00040591,0.000328848,0.217164216,0,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1
856,MenFC,0,ENO2,0.000272349,0.000454118,0.548726167,0,0,,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0
976,MenMC,0,ENO2,0.000531949,0.000433369,0.219732342,0,0,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1096,MenMF10,0,ENO2,-0.000379545,0.003958426,0.923619438,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
1216,MenF10,0,ENO2,0.001365252,0.005287319,0.796258958,0,0,,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0
1336,MenM10,0,ENO2,-0.001397837,0.00458606,0.760536759,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
1456,MenMF60,0,ENO2,0.000377583,0.00039431,0.338345107,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,MenF60,0,ENO2,0.000433646,0.000551356,0.43162638,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,MenM60,0,ENO2,0.000329466,0.00052459,0.530018035,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1816,MenMF61,0,ENO2,0.000996488,0.000870976,0.252662669,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,MenF61,0,ENO2,0.00048464,0.001171258,0.679063961,0,0,,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0
2056,MenM61,0,ENO2,0.001623314,0.001270869,0.201577044,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,MenA,1,ENO2,0.000740697,0.0003639,0.04188659,1,1,,,,,,,,,,,,,,,,
137,MenF,1,ENO2,0.000473716,0.000501435,0.344870876,0,0,,,,,,,,,,,,,,,,
257,MenM,1,ENO2,0.000984384,0.000491328,0.0452037,1,1,,,,,,,,,,,,,,,,
377,MenAW,1,ENO2,0.001075806,0.000419196,0.01032102,1,1,,,,,,,,,,,,,,,,
497,MenFW,1,ENO2,0.001173957,0.000576804,0.041902669,1,1,,,,,,,,,,,,,,,,
617,MenMW,1,ENO2,0.000988852,0.000582826,0.089857235,0,0,,,,,,,,,,,,,,,,
737,MenAC,1,ENO2,0.00062627,0.000330102,0.057888375,0,0,,,,,,,,,,,,,,,,
857,MenFC,1,ENO2,0.000153696,0.0004556,0.735875411,0,0,,,,,,,,,,,,,,,,
977,MenMC,1,ENO2,0.001057416,0.000433396,0.014746089,1,1,,,,,,,,,,,,,,,,
1097,MenMF10,1,ENO2,0.000496872,0.003959176,0.900136262,0,0,,,,,,,,,,,,,,,,
1217,MenF10,1,ENO2,0.006712581,0.005350875,0.209755416,0,0,,,,,,,,,,,,,,,,
1337,MenM10,1,ENO2,-0.002801326,0.004562406,0.539256468,0,0,,,,,,,,,,,,,,,,
1457,MenMF60,1,ENO2,0.000702152,0.000394103,0.074899024,0,0,,,,,,,,,,,,,,,,
1577,MenF60,1,ENO2,0.000574108,0.000551523,0.297974795,0,0,,,,,,,,,,,,,,,,
1697,MenM60,1,ENO2,0.000815074,0.000523199,0.119361056,0,0,,,,,,,,,,,,,,,,
1817,MenMF61,1,ENO2,0.000976779,0.000866189,0.259539803,0,0,,,,,,,,,,,,,,,,
1937,MenF61,1,ENO2,-0.000210458,0.001164541,0.85659682,0,0,,,,,,,,,,,,,,,,
2057,MenM61,1,ENO2,0.002420144,0.001264662,0.055749036,0,0,,,,,,,,,,,,,,,,
18,MenA,2,ENO2,0.000756771,0.000365785,0.03863356,1,1,,,,,,,,,,,,,,,,
138,MenF,2,ENO2,0.000970019,0.000502639,0.053710889,0,0,,,,,,,,,,,,,,,,
258,MenM,2,ENO2,0.000561885,0.00049244,0.253943294,0,0,,,,,,,,,,,,,,,,
378,MenAW,2,ENO2,0.001448288,0.000415205,0.000492775,1,1,,,,,,,,,,,,,,,,
498,MenFW,2,ENO2,0.00185154,0.000573514,0.001256995,1,1,,,,,,,,,,,,,,,,
618,MenMW,2,ENO2,0.001082811,0.000575593,0.060031573,0,0,,,,,,,,,,,,,,,,
738,MenAC,2,ENO2,0.000358592,0.000335442,0.285141106,0,0,,,,,,,,,,,,,,,,
858,MenFC,2,ENO2,0.000377497,0.000459759,0.411662882,0,0,,,,,,,,,,,,,,,,
978,MenMC,2,ENO2,0.000340576,0.000439038,0.437962644,0,0,,,,,,,,,,,,,,,,
1098,MenMF10,2,ENO2,-0.003610423,0.003998454,0.366615905,0,0,,,,,,,,,,,,,,,,
1218,MenF10,2,ENO2,0.003735457,0.005398278,0.489003657,0,0,,,,,,,,,,,,,,,,
1338,MenM10,2,ENO2,-0.007369677,0.004616409,0.110493401,0,0,,,,,,,,,,,,,,,,
1458,MenMF60,2,ENO2,0.000661263,0.000395319,0.094474865,0,0,,,,,,,,,,,,,,,,
1578,MenF60,2,ENO2,0.000921813,0.000551942,0.094989307,0,0,,,,,,,,,,,,,,,,
1698,MenM60,2,ENO2,0.000433697,0.000523797,0.407738181,0,0,,,,,,,,,,,,,,,,
1818,MenMF61,2,ENO2,0.001521562,0.000869419,0.08019581,0,0,,,,,,,,,,,,,,,,
1938,MenF61,2,ENO2,0.001139881,0.00116613,0.328398029,0,0,,,,,,,,,,,,,,,,
2058,MenM61,2,ENO2,0.00199194,0.001270479,0.117008508,0,0,,,,,,,,,,,,,,,,
19,MenA,3,ENO2,0.000547181,0.000367271,0.136357114,0,0,,,,,,,,,,,,,,,,
139,MenF,3,ENO2,0.000296454,0.00050267,0.555392245,0,0,,,,,,,,,,,,,,,,
259,MenM,3,ENO2,0.000781529,0.000495194,0.114609109,0,0,,,,,,,,,,,,,,,,
379,MenAW,3,ENO2,0.000983951,0.000418885,0.018883863,1,1,,,,,,,,,,,,,,,,
499,MenFW,3,ENO2,0.000666755,0.000577262,0.248161642,0,0,,,,,,,,,,,,,,,,
619,MenMW,3,ENO2,0.001275681,0.000580058,0.027930613,1,1,,,,,,,,,,,,,,,,
739,MenAC,3,ENO2,0.000267018,0.000336914,0.428103421,0,0,,,,,,,,,,,,,,,,
859,MenFC,3,ENO2,7.07268E-05,0.000460616,0.8779753,0,0,,,,,,,,,,,,,,,,
979,MenMC,3,ENO2,0.00045307,0.000440474,0.303745508,0,0,,,,,,,,,,,,,,,,
1099,MenMF10,3,ENO2,0.002721684,0.003953014,0.491181049,0,0,,,,,,,,,,,,,,,,
1219,MenF10,3,ENO2,0.00433796,0.005307208,0.4137753,0,0,,,,,,,,,,,,,,,,
1339,MenM10,3,ENO2,0.001913063,0.00456004,0.674857832,0,0,,,,,,,,,,,,,,,,
1459,MenMF60,3,ENO2,0.000766035,0.000396221,0.053278147,0,0,,,,,,,,,,,,,,,,
1579,MenF60,3,ENO2,0.000718746,0.000551181,0.192321038,0,0,,,,,,,,,,,,,,,,
1699,MenM60,3,ENO2,0.000810137,0.000526183,0.123741985,0,0,,,,,,,,,,,,,,,,
1819,MenMF61,3,ENO2,-0.000899156,0.000872436,0.302791688,0,0,,,,,,,,,,,,,,,,
1939,MenF61,3,ENO2,-0.002019302,0.001169497,0.084325899,0,0,,,,,,,,,,,,,,,,
2059,MenM61,3,ENO2,0.00048808,0.001273752,0.701608824,0,0,,,,,,,,,,,,,,,,
20,MenA,4,ENO2,0.000219497,0.000370119,0.553192272,0,0,,,,,,,,,,,,,,,,
140,MenF,4,ENO2,-0.000162016,0.000506137,0.748911066,0,0,,,,,,,,,,,,,,,,
260,MenM,4,ENO2,0.000569907,0.000498571,0.253087442,0,0,,,,,,,,,,,,,,,,
380,MenAW,4,ENO2,0.000986979,0.000419622,0.018728098,1,1,,,,,,,,,,,,,,,,
500,MenFW,4,ENO2,0.000904853,0.000575951,0.116264557,0,0,,,,,,,,,,,,,,,,
620,MenMW,4,ENO2,0.001052847,0.000581981,0.070530414,0,0,,,,,,,,,,,,,,,,
740,MenAC,4,ENO2,-0.00020601,0.000340034,0.54465509,0,0,,,,,,,,,,,,,,,,
860,MenFC,4,ENO2,-0.000781088,0.000464789,0.092951204,0,0,,,,,,,,,,,,,,,,
980,MenMC,4,ENO2,0.000329202,0.000444772,0.459257021,0,0,,,,,,,,,,,,,,,,
1100,MenMF10,4,ENO2,0.004094518,0.003922302,0.296605099,0,0,,,,,,,,,,,,,,,,
1220,MenF10,4,ENO2,0.000749809,0.005472611,0.891030276,0,0,,,,,,,,,,,,,,,,
1340,MenM10,4,ENO2,0.005850197,0.004442576,0.187981272,0,0,,,,,,,,,,,,,,,,
1460,MenMF60,4,ENO2,0.000461981,0.000399397,0.247480802,0,0,,,,,,,,,,,,,,,,
1580,MenF60,4,ENO2,0.000332189,0.000555186,0.54965547,0,0,,,,,,,,,,,,,,,,
1700,MenM60,4,ENO2,0.000576546,0.000529895,0.276658192,0,0,,,,,,,,,,,,,,,,
1820,MenMF61,4,ENO2,-0.001440127,0.000876897,0.100623462,0,0,,,,,,,,,,,,,,,,
1940,MenF61,4,ENO2,-0.002761182,0.001177357,0.01907405,-1,0,,,,,,,,,,,,,,,,
2060,MenM61,4,ENO2,0.000165115,0.00127878,0.897271035,0,0,,,,,,,,,,,,,,,,
21,MenA,5,ENO2,0.000401363,0.00037102,0.279427973,0,0,,,,,,,,,,,,,,,,
141,MenF,5,ENO2,9.01236E-05,0.000507036,0.8589333,0,0,,,,,,,,,,,,,,,,
261,MenM,5,ENO2,0.000685903,0.000499587,0.169864763,0,0,,,,,,,,,,,,,,,,
381,MenAW,5,ENO2,0.001409806,0.000416548,0.000721431,1,1,,,,,,,,,,,,,,,,
501,MenFW,5,ENO2,0.001961272,0.000570349,0.000591724,1,1,,,,,,,,,,,,,,,,
621,MenMW,5,ENO2,0.000906909,0.000580214,0.11813504,0,0,,,,,,,,,,,,,,,,
741,MenAC,5,ENO2,-0.000220804,0.000342113,0.518704236,0,0,,,,,,,,,,,,,,,,
861,MenFC,5,ENO2,-0.00105056,0.000467559,0.024712195,-1,0,,,,,,,,,,,,,,,,
981,MenMC,5,ENO2,0.000542469,0.000447024,0.225020635,0,0,,,,,,,,,,,,,,,,
1101,MenMF10,5,ENO2,0.003014842,0.003931782,0.443262734,0,0,,,,,,,,,,,,,,,,
1221,MenF10,5,ENO2,0.007384891,0.00540161,0.171667029,0,0,,,,,,,,,,,,,,,,
1341,MenM10,5,ENO2,0.000452856,0.004490637,0.919680098,0,0,,,,,,,,,,,,,,,,
1461,MenMF60,5,ENO2,0.000439806,0.000400124,0.271771601,0,0,,,,,,,,,,,,,,,,
1581,MenF60,5,ENO2,0.000213065,0.000555822,0.70149785,0,0,,,,,,,,,,,,,,,,
1701,MenM60,5,ENO2,0.000638723,0.000530581,0.22874575,0,0,,,,,,,,,,,,,,,,
1821,MenMF61,5,ENO2,3.3153E-05,0.000881677,0.9700071,0,0,,,,,,,,,,,,,,,,
1941,MenF61,5,ENO2,-0.000783186,0.001181358,0.507406383,0,0,,,,,,,,,,,,,,,,
2061,MenM61,5,ENO2,0.001031338,0.001285376,0.422400996,0,0,,,,,,,,,,,,,,,,
22,MenA,6,ENO2,0.000109267,0.000369806,0.767651759,0,0,,,,,,,,,,,,,,,,
142,MenF,6,ENO2,6.95541E-07,0.000503941,0.9988988,0,0,,,,,,,,,,,,,,,,
262,MenM,6,ENO2,0.000209818,0.000498988,0.674157162,0,0,,,,,,,,,,,,,,,,
382,MenAW,6,ENO2,0.000578747,0.000414117,0.162344522,0,0,,,,,,,,,,,,,,,,
502,MenFW,6,ENO2,0.000785228,0.000565082,0.164749772,0,0,,,,,,,,,,,,,,,,
622,MenMW,6,ENO2,0.000388415,0.000577697,0.50140735,0,0,,,,,,,,,,,,,,,,
742,MenAC,6,ENO2,-0.000264133,0.000341233,0.438953394,0,0,,,,,,,,,,,,,,,,
862,MenFC,6,ENO2,-0.000487023,0.00046478,0.294780571,0,0,,,,,,,,,,,,,,,,
982,MenMC,6,ENO2,-5.59716E-05,0.000447121,0.9003871,0,0,,,,,,,,,,,,,,,,
1102,MenMF10,6,ENO2,1.1258E-05,0.003941473,0.9977212,0,0,,,,,,,,,,,,,,,,
1222,MenF10,6,ENO2,-0.001554511,0.005327816,0.770478822,0,0,,,,,,,,,,,,,,,,
1342,MenM10,6,ENO2,0.000962401,0.004538887,0.832093164,0,0,,,,,,,,,,,,,,,,
1462,MenMF60,6,ENO2,0.000150945,0.000398954,0.705193802,0,0,,,,,,,,,,,,,,,,
1582,MenF60,6,ENO2,4.46434E-05,0.000552727,0.9356304,0,0,,,,,,,,,,,,,,,,
1702,MenM60,6,ENO2,0.000245972,0.000529958,0.642581961,0,0,,,,,,,,,,,,,,,,
1822,MenMF61,6,ENO2,-0.00014065,0.000877086,0.872607089,0,0,,,,,,,,,,,,,,,,
1942,MenF61,6,ENO2,-0.000197576,0.001174685,0.866440521,0,0,,,,,,,,,,,,,,,,
2062,MenM61,6,ENO2,-9.10709E-05,0.001279245,0.94325,0,0,,,,,,,,,,,,,,,,
23,MenA,7,ENO2,0.000523423,0.000368335,0.155397254,0,0,,,,,,,,,,,,,,,,
143,MenF,7,ENO2,0.000615125,0.000502447,0.220941736,0,0,,,,,,,,,,,,,,,,
263,MenM,7,ENO2,0.000435189,0.000496229,0.380555334,0,0,,,,,,,,,,,,,,,,
383,MenAW,7,ENO2,0.000832578,0.000412422,0.043594054,1,1,,,,,,,,,,,,,,,,
503,MenFW,7,ENO2,0.000713978,0.00056297,0.204804071,0,0,,,,,,,,,,,,,,,,
623,MenMW,7,ENO2,0.000938643,0.000573887,0.102021535,0,0,,,,,,,,,,,,,,,,
743,MenAC,7,ENO2,0.000343936,0.000340336,0.312292883,0,0,,,,,,,,,,,,,,,,
863,MenFC,7,ENO2,0.000523517,0.000465199,0.260518366,0,0,,,,,,,,,,,,,,,,
983,MenMC,7,ENO2,0.000174421,0.000444174,0.694577096,0,0,,,,,,,,,,,,,,,,
1103,MenMF10,7,ENO2,-0.001191129,0.003958259,0.763492723,0,0,,,,,,,,,,,,,,,,
1223,MenF10,7,ENO2,-0.004071179,0.005307161,0.4430708,0,0,,,,,,,,,,,,,,,,
1343,MenM10,7,ENO2,0.000339769,0.00457895,0.940853955,0,0,,,,,,,,,,,,,,,,
1463,MenMF60,7,ENO2,0.000481199,0.000397786,0.226483456,0,0,,,,,,,,,,,,,,,,
1583,MenF60,7,ENO2,0.000752659,0.000551306,0.172274275,0,0,,,,,,,,,,,,,,,,
1703,MenM60,7,ENO2,0.000238066,0.000527422,0.651747269,0,0,,,,,,,,,,,,,,,,
1823,MenMF61,7,ENO2,0.000863715,0.000871887,0.321940525,0,0,,,,,,,,,,,,,,,,
1943,MenF61,7,ENO2,3.82563E-05,0.001166875,0.9738478,0,0,,,,,,,,,,,,,,,,
2063,MenM61,7,ENO2,0.00188268,0.001274318,0.139663516,0,0,,,,,,,,,,,,,,,,
24,MenA,8,ENO2,0.000223522,0.00037087,0.546753056,0,0,,,,,,,,,,,,,,,,
144,MenF,8,ENO2,0.000666297,0.000506714,0.188623201,0,0,,,,,,,,,,,,,,,,
264,MenM,8,ENO2,-0.000181618,0.00049944,0.716147047,0,0,,,,,,,,,,,,,,,,
384,MenAW,8,ENO2,0.000865923,0.000417426,0.038116336,1,1,,,,,,,,,,,,,,,,
504,MenFW,8,ENO2,0.000696965,0.000572808,0.223786578,0,0,,,,,,,,,,,,,,,,
624,MenMW,8,ENO2,0.0010192,0.000579942,0.078940037,0,0,,,,,,,,,,,,,,,,
744,MenAC,8,ENO2,-0.000103159,0.000341011,0.762283107,0,0,,,,,,,,,,,,,,,,
864,MenFC,8,ENO2,0.00069364,0.00046628,0.136951504,0,0,,,,,,,,,,,,,,,,
984,MenMC,8,ENO2,-0.000836237,0.000444872,0.060234001,0,0,,,,,,,,,,,,,,,,
1104,MenMF10,8,ENO2,-0.003153897,0.003995499,0.4299571,0,0,,,,,,,,,,,,,,,,
1224,MenF10,8,ENO2,-0.003770083,0.005374089,0.48302213,0,0,,,,,,,,,,,,,,,,
1344,MenM10,8,ENO2,-0.00269432,0.004606351,0.558645509,0,0,,,,,,,,,,,,,,,,
1464,MenMF60,8,ENO2,0.000241516,0.000400601,0.546627807,0,0,,,,,,,,,,,,,,,,
1584,MenF60,8,ENO2,0.000763593,0.00055663,0.170214768,0,0,,,,,,,,,,,,,,,,
1704,MenM60,8,ENO2,-0.000215141,0.000530693,0.685212983,0,0,,,,,,,,,,,,,,,,
1824,MenMF61,8,ENO2,0.000266022,0.000874931,0.761109954,0,0,,,,,,,,,,,,,,,,
1944,MenF61,8,ENO2,0.000296913,0.001171851,0.799997731,0,0,,,,,,,,,,,,,,,,
2064,MenM61,8,ENO2,0.00024686,0.001276912,0.846715548,0,0,,,,,,,,,,,,,,,,
25,MenA,9,ENO2,-0.00052237,0.000371401,0.159674167,0,0,,,,,,,,,,,,,,,,
145,MenF,9,ENO2,-0.000832863,0.000507095,0.10059851,0,0,,,,,,,,,,,,,,,,
265,MenM,9,ENO2,-0.000237834,0.000500297,0.634544286,0,0,,,,,,,,,,,,,,,,
385,MenAW,9,ENO2,0.000130167,0.000422456,0.758010459,0,0,,,,,,,,,,,,,,,,
505,MenFW,9,ENO2,-0.000313563,0.000578714,0.587973706,0,0,,,,,,,,,,,,,,,,
625,MenMW,9,ENO2,0.00052821,0.000586423,0.367796964,0,0,,,,,,,,,,,,,,,,
745,MenAC,9,ENO2,-0.000821952,0.000340635,0.015876149,-1,0,,,,,,,,,,,,,,,,
865,MenFC,9,ENO2,-0.001041832,0.000465336,0.025230134,-1,0,,,,,,,,,,,,,,,,
985,MenMC,9,ENO2,-0.000619955,0.000445132,0.163791341,0,0,,,,,,,,,,,,,,,,
1105,MenMF10,9,ENO2,0.001192068,0.003988548,0.765056086,0,0,,,,,,,,,,,,,,,,
1225,MenF10,9,ENO2,-0.007079804,0.005416342,0.191263686,0,0,,,,,,,,,,,,,,,,
1345,MenM10,9,ENO2,0.005685756,0.004573813,0.213915659,0,0,,,,,,,,,,,,,,,,
1465,MenMF60,9,ENO2,-0.000520883,0.000401096,0.194155558,0,0,,,,,,,,,,,,,,,,
1585,MenF60,9,ENO2,-0.000390003,0.000556951,0.483822533,0,0,,,,,,,,,,,,,,,,
1705,MenM60,9,ENO2,-0.000634502,0.000531361,0.232521643,0,0,,,,,,,,,,,,,,,,
1825,MenMF61,9,ENO2,-0.000599824,0.000878127,0.494609325,0,0,,,,,,,,,,,,,,,,
1945,MenF61,9,ENO2,-0.002942498,0.001177226,0.012484568,-1,0,,,,,,,,,,,,,,,,
2065,MenM61,9,ENO2,0.002277285,0.001280008,0.075312775,0,0,,,,,,,,,,,,,,,,
26,MenA,10,ENO2,0.000145494,0.000372927,0.696458064,0,0,,,,,,,,,,,,,,,,
146,MenF,10,ENO2,-0.000501782,0.000508434,0.323755302,0,0,,,,,,,,,,,,,,,,
266,MenM,10,ENO2,0.000742071,0.000502938,0.140181525,0,0,,,,,,,,,,,,,,,,
386,MenAW,10,ENO2,-4.61441E-05,0.000425057,0.9135584,0,0,,,,,,,,,,,,,,,,
506,MenFW,10,ENO2,-0.000115549,0.000582396,0.842742734,0,0,,,,,,,,,,,,,,,,
626,MenMW,10,ENO2,1.79918E-05,0.000591568,0.9757389,0,0,,,,,,,,,,,,,,,,
746,MenAC,10,ENO2,0.000411659,0.000342062,0.22888283,0,0,,,,,,,,,,,,,,,,
866,MenFC,10,ENO2,-0.00058752,0.000465903,0.207385181,0,0,,,,,,,,,,,,,,,,
986,MenMC,10,ENO2,0.001342737,0.000447143,0.002694101,1,1,,,,,,,,,,,,,,,,
1106,MenMF10,10,ENO2,-0.000730697,0.003970539,0.854001573,0,0,,,,,,,,,,,,,,,,
1226,MenF10,10,ENO2,-0.015355331,0.005374489,0.004302475,-1,0,,,,,,,,,,,,,,,,
1346,MenM10,10,ENO2,0.00697328,0.004575702,0.127609763,0,0,,,,,,,,,,,,,,,,
1466,MenMF60,10,ENO2,0.000155637,0.000402527,0.699040102,0,0,,,,,,,,,,,,,,,,
1586,MenF60,10,ENO2,-0.000243128,0.000558041,0.663096902,0,0,,,,,,,,,,,,,,,,
1706,MenM60,10,ENO2,0.000506082,0.000534392,0.343696003,0,0,,,,,,,,,,,,,,,,
1826,MenMF61,10,ENO2,0.000136615,0.000882981,0.877051774,0,0,,,,,,,,,,,,,,,,
1946,MenF61,10,ENO2,-0.001411185,0.001184142,0.233450772,0,0,,,,,,,,,,,,,,,,
2066,MenM61,10,ENO2,0.002052046,0.00128759,0.111096924,0,0,,,,,,,,,,,,,,,,
27,MenA,11,ENO2,0.000539473,0.000375651,0.151068463,0,0,,,,,,,,,,,,,,,,
147,MenF,11,ENO2,-4.54525E-05,0.000513496,0.9294722,0,0,,,,,,,,,,,,,,,,
267,MenM,11,ENO2,0.001073568,0.000505831,0.033879949,1,1,,,,,,,,,,,,,,,,
387,MenAW,11,ENO2,0.00069895,0.000426013,0.100960301,0,0,,,,,,,,,,,,,,,,
507,MenFW,11,ENO2,-0.000371931,0.000584978,0.524948694,0,0,,,,,,,,,,,,,,,,
627,MenMW,11,ENO2,0.001660192,0.000592457,0.005105037,1,1,,,,,,,,,,,,,,,,
747,MenAC,11,ENO2,0.000612748,0.000345444,0.076188904,0,0,,,,,,,,,,,,,,,,
